Policy_document_id,Title,"Translated title","Document type","Source title","Source country","Source state","Source sector","Source organisation type","Source function",Published_on,"Policy citations (excl. same source)","Policy citations (inc. same source)","Document URL","Overton URL","Source specific tags","Your tags","Top topics",Languages,"Policy authors","Related to SDGs","Document theme"
parliamentofmexico-9cc4b09bac56dc1d859fcdfea8cdd001,"Gaceta Parlamentaria","Parliamentary Gazette",Publication,"Congreso General de los Estados Unidos Mexicanos",Mexico,,"Public Sector","Legislative Body","National Body|OVSEP|Parliament, Senate or Congress",2023-09-12,0,1,https://gaceta.diputados.gob.mx/PDF/65/2023/sep/20230912-IV-1-1.pdf,https://app.overton.io/document.php?policy_document_id=parliamentofmexico-9cc4b09bac56dc1d859fcdfea8cdd001,,,"Accounting|Amtrak|Buenavista railway station (old)",spa,,"SDG 9: Industry, Innovation and Infrastructure","Reform of the Law Regulating the Railway Service"
vtise-023d43a72e452154b60edc35d9caf885,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,2,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1785747&c=498&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-023d43a72e452154b60edc35d9caf885,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,"SDG 11: Sustainable Cities and Communities","Relationship between built environment and travel choices"
vtise-03a7f77d91f553121883e6ca16949f24,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1785747&c=895&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-03a7f77d91f553121883e6ca16949f24,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,,"Relationship between built environment and travel choices"
vtise-5ba9e7afe0803513db81aa4e35382dd3,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,6,https://vti.diva-portal.org/smash/record.jsf?dswid=5742&pid=diva2%3A1785747&c=830&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-5ba9e7afe0803513db81aa4e35382dd3,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,"SDG 11: Sustainable Cities and Communities","The relationship between the built environment and travel choices, specifically how individuals with different preferences for active travel modes respond to walkability."
vtise-964300abb5a0cdb8284c108716c9a416,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1785747&c=896&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-964300abb5a0cdb8284c108716c9a416,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,"SDG 11: Sustainable Cities and Communities","Walkability and active travel modes"
vtise-3737c9c06f1e9d086ccece74dbb402e9,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-3417&pid=diva2%3A1785747&c=950&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-3737c9c06f1e9d086ccece74dbb402e9,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,,"Relationship between built environment and travel choices"
vtise-93e7f88d98fb6667efd37a0df431ceff,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1785747&c=812&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-93e7f88d98fb6667efd37a0df431ceff,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,"SDG 11: Sustainable Cities and Communities","Walkability and active travel modes"
vtise-417ee6f2a0b7d1c0f271663aaa807611,"Walk this way : How do individuals with different preferences for active travel modes respond to walkability?",,Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2023-07-10,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-5485&pid=diva2%3A1785747&c=1036&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-417ee6f2a0b7d1c0f271663aaa807611,,,"Active mobility|Beta distribution|Bias of an estimator",eng,,"SDG 11: Sustainable Cities and Communities","Relationship between built environment and travel choices"
izade-1a9d4d12437aab44e089702fc95f16be,"Feelings in Travel Episodes and Extreme Temperatures",,"Working paper","IZA Institute of Labor Economics",Germany,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-06-19,0,0,https://www.iza.org/publications/dp/16241/feelings-in-travel-episodes-and-extreme-temperatures,https://app.overton.io/document.php?policy_document_id=izade-1a9d4d12437aab44e089702fc95f16be,,,"Academic degree|Branches of science|Categorical variable",eng,,"SDG 13: Climate Action","Relationship between weather conditions and individual well-being during daily travel episodes"
oecddiscovery-d475296db0a72b14afd1641215c0ec17,"Distributional effects of urban transport policies to discourage car use",,"Working paper",OECD,IGO,,"Public Sector",IGO,"International Body|OVSEP|IGO Department or Agency|OVSEP|Monitoring or Regulatory Body|OVSEP|Policy Centre|OVSEP|Research Centre",2023-03-03,11,14,https://dx.doi.org/https://doi.org/10.1787/8bf57103-en,https://app.overton.io/document.php?policy_document_id=oecddiscovery-d475296db0a72b14afd1641215c0ec17,,,"Air pollution|Bus|Car",eng,"Robin Lindsey|Ioannis Tikoudis|Katherine Hassett","SDG 11: Sustainable Cities and Communities","Distributional effects of urban transport policies to discourage car use"
ifs-8d9341a82fe288d69922f63f93a67979,"Identifying network ties from panel data: theory and an application to tax competition",,"Working paper","Institute for Fiscal Studies",UK,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-18,0,0,https://ifs.org.uk/publications/identifying-network-ties-panel-data-theory-and-application-tax-competition-0,https://app.overton.io/document.php?policy_document_id=ifs-8d9341a82fe288d69922f63f93a67979,,,"Applied mathematics|Correlation|Covariance matrix",eng,"Áureo de Paula|Imran Rasul",,"Social Interactions and Economic Behaviors"
ipeabr-0a7c827ab9d4e6e554ef2f36e951ed6a,"Introdução à acessibilidade urbana: um guia prático em R","Introduction to urban accessibility: a practical guide in R",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=a1e95f5d-60e7-4fc0-a933-3734bf50c062,https://app.overton.io/document.php?policy_document_id=ipeabr-0a7c827ab9d4e6e554ef2f36e951ed6a,,,Accessibility|Book|Calculus,por,,"SDG 11: Sustainable Cities and Communities|SDG 9: Industry, Innovation and Infrastructure","Accessibility in Urban Areas"
ipeabr-55c24a905d17e68d72c51b8195d3df61,"Introduction to urban accessibility : a practical guide with R",,Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=d6240605-d90f-4043-8db6-516ee0d75910,https://app.overton.io/document.php?policy_document_id=ipeabr-55c24a905d17e68d72c51b8195d3df61,,,"Accessibility|Accessibility (transport)|Computing",eng,,"SDG 11: Sustainable Cities and Communities","Urban accessibility and transportation planning"
ipeabr-55c24a905d17e68d72c51b8195d3df61,"Introduction to urban accessibility : a practical guide with R",,Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=d6240605-d90f-4043-8db6-516ee0d75910,https://app.overton.io/document.php?policy_document_id=ipeabr-55c24a905d17e68d72c51b8195d3df61,,,"Accessibility|Branches of science|Economy",eng,,"SDG 11: Sustainable Cities and Communities","Urban accessibility and transport planning"
ipeabr-6818b1585366211e2af065139b59156a,"Desigualdades raciais e de renda no acesso à saúde nas cidades brasileiras","Racial and income inequalities in access to healthcare in Brazilian cities",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=7c874904-171d-477e-af94-14ecd83a56d6,https://app.overton.io/document.php?policy_document_id=ipeabr-6818b1585366211e2af065139b59156a,,,Accessibility|Alagoas|Barreiras,por,,"SDG 3: Good Health and Well-being","Access to public health services in Brazil"
ipeabr-6818b1585366211e2af065139b59156a,"Desigualdades raciais e de renda no acesso à saúde nas cidades brasileiras","Racial and income inequalities in access to healthcare in Brazilian cities",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=7c874904-171d-477e-af94-14ecd83a56d6,https://app.overton.io/document.php?policy_document_id=ipeabr-6818b1585366211e2af065139b59156a,,,Accessibility|Afro-Brazilians|Alagoas,por,,"SDG 3: Good Health and Well-being","Inequalities in access to healthcare in Brazilian cities"
ipeabr-7d83fb47197df879673977fcb846d67e,"Os impactos desiguais do congestionamento urbano no acesso a empregos","The uneven impacts of urban congestion on access to jobs",Publication,"Instituto de Pesquisa Econômica Aplicada",Brazil,,"Third Sector","Think Tank","Research Centre|OVSEP|Policy Centre",2023-01-01,0,0,https://www.ipea.gov.br/portal/publicacao-item?id=854ccf4c-f1aa-4bdf-8135-7b7e90857e02,https://app.overton.io/document.php?policy_document_id=ipeabr-7d83fb47197df879673977fcb846d67e,,,Accessibility|Alagoas|Brasília,por,,"SDG 8: Decent Work and Economic Growth","Impact of traffic congestion on access to job opportunities in Brazil"
vtise-52e6b0e7387555b2ca964ca857dc6f00,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=761&pid=diva2%3A1720026&c=373&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-52e6b0e7387555b2ca964ca857dc6f00,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Road traffic injuries and accidents involving older motor-vehicle drivers"
vtise-a77fc22e1ac5e630cbd178873c9a595b,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=4798&pid=diva2%3A1720026&c=455&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a77fc22e1ac5e630cbd178873c9a595b,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Road traffic injuries and older drivers"
vtise-a53f3c84a9ecfa94b4ea040a10e26d6e,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-423&pid=diva2%3A1720026&c=549&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a53f3c84a9ecfa94b4ea040a10e26d6e,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Road traffic injuries and accidents involving older motor-vehicle drivers"
vtise-954528545f5db1ca74127761c4da18a8,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=683&pid=diva2%3A1720026&c=737&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-954528545f5db1ca74127761c4da18a8,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Road traffic injuries and accidents among older drivers"
vtise-a19b2af0e9cc574b5968522070cdc3e4,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=932&pid=diva2%3A1720026&c=1050&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-a19b2af0e9cc574b5968522070cdc3e4,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Traffic accidents and older drivers"
vtise-32771ba7cfab38a5baa8be919d67f88d,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-6094&pid=diva2%3A1720026&c=1134&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-32771ba7cfab38a5baa8be919d67f88d,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Road traffic injuries and accidents involving older motor-vehicle drivers"
vtise-43b4619c9bcd7e40608be489536924a7,"Äldre förare av motorfordon i trafikolycka : analys av data från Strada 2010–2019","Older drivers of motor vehicles in traffic accidents : analysis of data from Strada 2010–2019",Publication,VTI,Sweden,,"Public Sector",Government,"National Body|OVSEP|Arm's Length Body|OVSEP|Research Centre|OVSEP|Policy Centre",2022-12-16,0,0,https://vti.diva-portal.org/smash/record.jsf?dswid=-1416&pid=diva2%3A1720026&c=1133&searchType=RESEARCH&language=en&query=&af=%5B%5D&aq=%5B%5B%5D%5D&aq2=%5B%5B%5D%5D&aqe=%5B%5D&noOfRows=250&sortOrder=dayCreated_desc&sortOrder2=title_sort_asc&onlyFullText=false&sf=all,https://app.overton.io/document.php?policy_document_id=vtise-43b4619c9bcd7e40608be489536924a7,,,"Hybrid (biology)|Information|Knowledge",swe,,"SDG 3: Good Health and Well-being","Traffic accidents involving older drivers"
